"UF","Sexo","Idade","Cor","Anos.de.Estudo","Renda","Altura"
"Paraná",0,35,8,14,5500,1.65
"Paraná",0,38,2,12,2500,1.69
"Paraná",1,32,2,16,8000,1.63
"Paraná",0,29,2,16,5500,1.57
"Paraná",1,30,2,16,3000,1.8
"Paraná",0,53,8,12,1800,1.82
"Paraná",0,36,8,3,1300,1.73
"Paraná",0,47,8,12,2000,1.73
"Paraná",1,51,2,6,500,1.71
"Paraná",0,64,8,5,1500,1.79
"Paraná",0,35,2,16,2800,1.85
"Paraná",0,59,2,11,2150,1.75
"Paraná",1,48,2,12,2300,1.55
"Paraná",0,48,2,12,4800,1.65
"Paraná",0,51,2,15,3500,1.78
"Paraná",1,56,8,5,800,1.8
"Paraná",0,33,2,13,2200,1.72
"Paraná",1,57,2,16,4200,1.7
"Paraná",0,51,2,16,6000,1.73
"Paraná",1,58,2,5,1300,1.78
"Paraná",0,52,8,9,1100,1.83
"Paraná",1,48,2,3,988,1.82
"Paraná",0,60,2,5,1000,1.76
"Paraná",1,51,2,16,4000,1.64
"Paraná",0,39,2,12,4000,1.57
"Paraná",0,39,8,9,8000,1.57
"Paraná",0,65,2,16,10000,1.68
"Paraná",0,59,2,16,10000,1.61
"Paraná",0,37,2,1,1200,1.6
"Paraná",0,31,2,9,3000,1.7
"Paraná",0,53,2,1,3000,1.69
"Paraná",0,44,2,9,2000,1.65
"Paraná",0,32,2,16,2500,1.82
"Paraná",0,75,2,5,0,1.8
"Paraná",0,56,2,13,1800,1.62
"Paraná",0,30,2,9,1500,1.75
"Paraná",0,34,4,12,2500,1.6
"Paraná",0,41,2,1,1000,1.63
"Paraná",0,42,2,6,788,1.64
"Paraná",1,32,2,12,1800,1.71
"Paraná",0,46,2,13,2800,1.67
"Paraná",0,41,2,12,2300,1.73
"Paraná",0,55,2,6,2000,1.76
"Paraná",1,50,2,9,600,1.76
"Paraná",0,28,8,12,1200,1.67
"Paraná",0,50,4,10,2500,1.51
"Paraná",0,52,2,12,2000,1.77
"Paraná",0,45,8,15,3000,1.85
"Paraná",0,33,2,16,5000,1.72
"Paraná",1,80,2,5,788,1.75
"Paraná",0,58,2,12,2000,1.64
"Paraná",1,54,2,12,1000,1.88
"Paraná",1,44,2,16,788,1.78
"Paraná",1,33,2,9,1000,1.73
"Paraná",0,50,8,9,2000,1.71
"Paraná",0,55,2,5,3200,1.64
"Paraná",0,62,2,3,2000,1.79
"Paraná",0,37,2,12,2000,1.74
"Paraná",0,29,2,9,3500,1.74
"Paraná",0,53,2,12,5800,1.7
"Paraná",0,34,8,12,1500,1.65
"Paraná",0,34,2,12,1000,1.69
"Paraná",1,40,2,12,1300,1.61
"Paraná",0,52,8,9,3000,1.74
"Paraná",1,32,2,12,1457,1.7
"Paraná",1,68,8,5,1800,1.73
"Paraná",0,39,8,1,1700,1.61
"Paraná",1,46,2,12,1200,1.74
"Paraná",0,35,4,14,1500,1.52
"Paraná",0,45,4,4,1600,1.71
"Paraná",0,41,8,3,900,1.59
"Paraná",1,37,2,9,800,1.79
"Paraná",0,32,2,15,8000,1.59
"Paraná",0,60,4,5,2000,1.74
"Paraná",1,42,2,9,2000,1.83
"Paraná",1,52,4,9,300,1.75
"Paraná",0,55,8,9,1400,1.7
"Paraná",1,41,2,12,1900,1.81
"Paraná",0,44,2,12,2200,1.67
"Paraná",1,29,2,12,1700,1.81
"Paraná",1,47,8,8,1300,1.66
"Paraná",1,36,2,6,1000,1.65
"Paraná",1,39,2,10,975,1.63
"Paraná",0,40,2,16,15000,1.64
"Paraná",0,60,2,16,2500,1.75
"Paraná",0,52,2,14,3000,1.58
"Paraná",0,72,2,12,2000,1.79
"Paraná",0,51,2,12,1000,1.81
"Paraná",0,55,2,12,1500,1.67
"Paraná",0,30,8,12,2500,1.73
"Paraná",1,42,2,16,4500,1.69
"Paraná",1,34,2,15,1400,1.54
"Paraná",0,45,2,12,2000,1.74
"Paraná",0,35,2,16,3500,1.67
"Paraná",0,35,2,16,4000,1.67
"Paraná",1,32,2,16,3000,1.76
"Paraná",0,45,2,16,5000,1.65
"Paraná",1,34,2,16,3500,1.68
"Paraná",0,36,2,16,4000,1.67
"Paraná",0,70,2,16,3500,1.74
"Paraná",1,53,2,16,4000,1.74
"Paraná",1,30,2,16,4000,1.79
"Paraná",1,40,2,16,5500,1.66
"Paraná",0,28,2,13,3500,1.66
"Paraná",0,36,2,12,7000,1.8
"Paraná",0,49,2,12,5200,1.67
"Paraná",1,50,2,16,10000,1.7
"Paraná",1,33,2,16,3000,1.62
"Paraná",1,52,2,16,4600,1.45
"Paraná",0,40,2,16,6200,1.7
"Paraná",1,34,2,16,7000,1.59
"Paraná",1,29,2,16,3468,1.67
"Paraná",1,36,2,16,3000,1.73
"Paraná",0,45,2,16,13000,1.68
"Paraná",0,28,2,12,300,1.73
"Paraná",0,31,2,12,4900,1.6
"Paraná",0,31,2,16,1500,1.69
"Paraná",0,73,2,5,2500,1.68
"Paraná",1,51,2,16,2500,1.66
"Paraná",0,44,2,16,7500,1.8
"Paraná",1,52,2,16,20000,1.62
"Paraná",0,37,2,16,20000,1.73
"Paraná",1,38,2,16,5000,1.64
"Paraná",0,42,2,16,11000,1.62
"Paraná",0,37,2,16,13000,1.76
"Paraná",0,34,2,16,10000,1.58
"Paraná",0,36,2,12,4500,1.68
"Paraná",0,64,2,14,7000,1.74
"Paraná",0,44,2,16,30000,1.81
"Paraná",0,63,2,16,7800,1.79
"Paraná",0,50,2,16,16000,1.62
"Paraná",0,38,2,16,7000,1.77
"Paraná",0,59,2,16,8000,1.68
"Paraná",0,36,2,16,20000,1.67
"Paraná",0,65,2,16,15000,1.64
"Paraná",0,65,2,16,2000,1.73
"Paraná",0,65,2,16,15000,1.66
"Paraná",1,35,2,16,2500,1.81
"Paraná",0,47,6,16,20000,1.64
"Paraná",0,56,2,16,11000,1.68
"Paraná",0,48,2,12,8000,1.53
"Paraná",0,55,2,16,15000,1.75
"Paraná",0,62,2,16,9000,1.66
"Paraná",0,50,2,9,2000,1.84
"Paraná",1,40,2,11,400,1.69
"Paraná",0,64,2,5,1500,1.62
"Paraná",1,53,2,12,1200,1.65
"Paraná",0,42,8,12,4000,1.87
"Paraná",0,30,2,16,5000,1.56
"Paraná",0,49,2,15,300,1.61
"Paraná",1,43,2,16,2500,1.76
"Paraná",0,62,2,9,985,1.73
"Paraná",0,49,2,16,15000,1.76
"Paraná",1,42,2,16,6000,1.68
"Paraná",0,45,2,15,8000,1.68
"Paraná",0,37,2,16,15000,1.71
"Paraná",0,56,2,12,4500,1.72
"Paraná",0,56,2,16,13000,1.8
"Paraná",0,49,2,12,2500,1.83
"Paraná",0,46,2,12,1700,1.63
"Paraná",0,54,2,12,6000,1.73
"Paraná",0,58,2,16,5000,1.7
"Paraná",0,33,2,12,1250,1.73
"Paraná",1,39,8,14,1900,1.65
"Paraná",0,30,2,16,2000,1.8
"Paraná",0,75,2,16,2000,1.84
"Paraná",1,53,2,15,2500,1.79
"Paraná",0,37,2,15,10000,1.79
"Paraná",0,44,2,16,4000,1.72
"Paraná",1,26,2,13,1500,1.78
"Paraná",1,46,2,10,2750,1.53
"Paraná",0,43,2,12,10000,1.8
"Paraná",0,53,4,12,2500,1.72
"Paraná",0,49,8,9,1600,1.71
"Paraná",0,52,2,16,2364,1.72
"Paraná",0,68,8,5,7500,1.62
"Paraná",1,54,8,12,3500,1.62
"Paraná",0,30,8,14,2200,1.68
"Paraná",1,46,2,16,1600,1.83
"Paraná",0,26,2,12,2500,1.69
"Paraná",0,29,2,12,1500,1.72
"Paraná",0,43,2,12,3500,1.62
"Paraná",0,42,2,16,5000,1.75
"Paraná",1,43,2,16,7000,1.81
"Paraná",1,26,2,11,900,1.83
"Paraná",0,40,2,12,2100,1.74
"Paraná",0,25,2,16,3000,1.62
"Paraná",0,60,2,6,850,1.75
"Paraná",1,40,2,13,998,1.6
"Paraná",0,50,0,9,1500,1.78
"Paraná",0,34,2,15,3500,1.74
"Paraná",0,23,2,11,2000,1.61
"Paraná",0,45,2,12,3600,1.78
"Paraná",1,37,2,8,1000,1.53
"Paraná",0,32,8,9,2100,1.73
"Paraná",1,40,8,8,1200,1.69
"Paraná",1,34,2,12,3000,1.7
"Paraná",0,55,2,12,2000,1.73
"Paraná",0,54,2,4,1400,1.81
"Paraná",1,50,2,4,1000,1.62
"Paraná",0,29,8,9,1800,1.87
"Paraná",0,47,8,6,900,1.73
"Paraná",1,54,2,4,1000,1.67
"Paraná",1,57,2,9,1000,1.59
"Paraná",0,35,8,11,1800,1.65
"Paraná",0,64,2,16,1500,1.66
"Paraná",0,32,2,12,1600,1.79
"Paraná",0,35,8,12,1600,1.9
"Paraná",0,49,8,12,2300,1.55
"Paraná",0,39,2,15,4300,1.74
"Paraná",0,54,8,12,1800,1.81
"Paraná",0,53,8,12,3000,1.64
"Paraná",1,41,2,16,3800,1.7
"Paraná",0,42,8,13,788,1.63
"Paraná",0,52,8,9,2500,1.65
"Paraná",0,62,8,13,788,1.74
"Paraná",1,42,8,12,1000,1.64
"Paraná",0,35,8,12,1200,1.86
"Paraná",0,44,8,12,2000,1.8
"Paraná",1,60,2,6,400,1.63
"Paraná",1,54,2,12,2000,1.58
"Paraná",0,49,2,13,2200,1.65
"Paraná",0,69,2,9,1600,1.65
"Paraná",0,51,2,12,1000,1.76
"Paraná",1,63,2,9,788,1.77
"Paraná",0,47,8,16,2500,1.69
"Paraná",1,38,2,5,1000,1.66
"Paraná",0,39,4,11,1700,1.66
"Paraná",0,55,2,16,3000,1.74
"Paraná",1,53,0,9,788,1.57
"Paraná",1,40,8,12,1000,1.8
"Paraná",0,54,6,16,4000,1.82
"Paraná",1,56,2,12,450,1.88
"Paraná",0,43,2,9,1800,1.71
"Paraná",1,60,2,12,1500,1.75
"Paraná",1,22,2,12,2000,1.69
"Paraná",0,63,6,16,28000,1.78
"Paraná",1,48,2,12,5000,1.73
"Paraná",0,52,2,9,1576,1.72
"Paraná",0,39,2,12,7000,1.59
"Paraná",0,70,2,15,1400,1.6
"Paraná",0,50,2,16,5500,1.6
"Paraná",1,70,2,5,10000,1.53
"Paraná",1,46,2,16,3000,1.75
"Paraná",0,47,2,12,4000,1.69
"Paraná",0,39,2,12,12000,1.61
"Paraná",0,47,2,16,6000,1.58
"Paraná",0,51,2,16,7000,1.69
"Paraná",0,54,4,11,1200,1.7
"Paraná",0,50,2,12,4000,1.65
"Paraná",1,49,2,12,1000,1.81
"Paraná",1,46,2,12,3000,1.59
"Paraná",1,25,4,13,1070,1.59
"Paraná",0,52,2,10,2400,1.96
"Paraná",1,48,2,6,1400,1.76
"Paraná",0,57,8,5,700,1.74
"Paraná",0,46,2,12,2000,1.74
"Paraná",0,34,8,12,2800,1.81
"Paraná",0,52,2,9,2200,1.64
"Paraná",0,42,2,7,2200,1.6
"Paraná",0,29,8,12,1500,1.76
"Paraná",1,46,2,12,1500,1.71
"Paraná",0,54,2,9,1500,1.59
"Paraná",0,26,2,9,800,1.61
"Paraná",1,48,2,9,1000,1.72
"Paraná",0,54,2,12,8000,1.79
"Paraná",0,41,2,16,3000,1.61
"Paraná",0,56,2,12,1000,1.77
"Paraná",1,41,8,12,2000,1.75
"Paraná",1,19,2,7,1000,1.87
"Paraná",0,34,2,9,1500,1.53
"Paraná",1,45,2,13,1500,1.74
"Paraná",0,28,2,9,2500,1.61
"Paraná",0,52,2,1,1300,1.73
"Paraná",0,67,2,7,1200,1.79
"Paraná",0,39,8,12,1800,1.68
"Paraná",0,25,2,11,1200,1.75
"Paraná",0,47,4,12,1200,1.61
"Paraná",0,24,2,10,1500,1.7
"Paraná",1,61,8,5,1300,1.67
"Paraná",0,60,2,9,750,1.73
"Paraná",0,29,8,9,1500,1.65
"Paraná",0,35,2,12,2000,1.7
"Paraná",0,37,8,12,1250,1.69
"Paraná",1,34,2,16,15000,1.62
"Paraná",0,42,2,16,5300,1.63
"Paraná",0,34,2,12,3200,1.69
"Paraná",0,49,2,16,788,1.75
"Paraná",0,35,6,13,3500,1.88
"Paraná",0,41,2,13,6000,1.79
"Paraná",1,33,2,16,2000,1.76
"Paraná",0,48,2,16,6700,1.64
"Paraná",0,61,2,16,13000,1.82
"Paraná",0,51,8,5,900,1.85
"Paraná",1,46,2,16,2500,1.72
"Paraná",0,50,2,12,1500,1.63
"Paraná",0,39,2,12,2000,1.69
"Paraná",0,45,2,12,788,1.68
"Paraná",0,39,2,12,1700,1.67
"Paraná",0,23,2,6,1000,1.62
"Paraná",0,36,2,12,4000,1.7
"Paraná",1,22,2,16,1200,1.65
"Paraná",1,23,2,12,1100,1.61
"Paraná",0,40,2,12,1650,1.77
"Paraná",0,31,2,16,5000,1.62
"Paraná",0,32,2,16,5000,1.84
"Paraná",0,34,6,12,4000,1.56
"Paraná",0,37,8,11,1500,1.67
"Paraná",0,49,2,10,2000,1.67
"Paraná",0,47,2,9,1300,1.59
"Paraná",1,19,2,9,850,1.68
"Paraná",1,51,2,12,2400,1.7
"Paraná",1,57,2,10,2500,1.68
"Paraná",0,25,8,12,2000,1.65
"Paraná",0,61,2,5,600,1.62
"Paraná",0,25,2,12,1300,1.74
"Paraná",0,23,2,10,2500,1.71
"Paraná",1,23,2,12,2500,1.72
"Paraná",0,38,2,12,1800,1.68
"Paraná",0,39,2,12,3000,1.63
"Paraná",0,36,2,12,1000,1.76
"Paraná",0,47,8,10,400,1.82
"Paraná",0,37,2,16,6000,1.67
"Paraná",0,24,2,12,2000,1.73
"Paraná",0,48,2,12,2000,1.71
"Paraná",1,60,2,3,800,1.68
"Paraná",0,33,4,12,2500,1.66
"Paraná",1,55,2,5,1500,1.68
"Paraná",0,37,2,12,1500,1.66
"Paraná",0,25,2,14,2000,1.63
"Paraná",0,69,2,12,1500,1.75
"Paraná",0,58,2,9,2000,1.85
"Paraná",0,40,2,12,1200,1.74
"Paraná",0,23,2,12,1100,1.58
"Paraná",0,29,2,6,800,1.56
"Paraná",1,35,8,12,1200,1.63
"Paraná",1,35,2,16,1800,1.72
"Paraná",0,38,2,15,5000,1.81
"Paraná",0,55,8,9,2000,1.51
"Paraná",0,50,2,10,1300,1.75
"Paraná",1,50,2,9,1900,1.48
"Paraná",0,27,4,17,900,1.81
"Paraná",1,38,2,12,1200,1.84
"Paraná",0,50,8,9,1200,1.61
"Paraná",0,58,2,7,1600,1.72
"Paraná",0,52,8,5,1800,1.73
"Paraná",1,44,2,16,1000,1.69
"Paraná",0,45,4,11,2500,1.75
"Paraná",0,41,2,12,2500,1.64
"Paraná",1,56,2,9,788,1.64
"Paraná",0,36,2,12,1200,1.69
"Paraná",0,44,2,6,1500,1.69
"Paraná",1,61,2,8,800,1.71
"Paraná",0,35,2,12,3000,1.73
"Paraná",0,43,2,9,2000,1.72
"Paraná",1,59,2,1,300,1.75
"Paraná",0,29,2,3,2000,1.57
"Paraná",0,62,8,1,1000,1.72
"Paraná",0,54,2,5,1700,1.76
"Paraná",0,31,2,5,500,1.53
"Paraná",1,43,8,6,400,1.7
"Paraná",0,48,2,6,2000,1.61
"Paraná",0,39,8,12,1500,1.72
"Paraná",0,50,8,9,5000,1.83
"Paraná",0,48,8,7,1600,1.61
"Paraná",1,56,2,5,1200,1.65
"Paraná",0,35,2,16,4000,1.74
"Paraná",1,55,2,12,580,1.74
"Paraná",0,47,2,12,1000,1.61
"Paraná",0,58,2,13,5000,1.61
"Paraná",1,45,8,5,950,1.7
"Paraná",0,39,2,10,1100,1.71
"Paraná",0,63,2,5,300,1.65
"Paraná",1,60,8,5,788,1.75
"Paraná",0,32,8,12,2100,1.62
"Paraná",1,25,2,9,1320,1.8
"Paraná",0,42,2,12,4500,1.74
"Paraná",0,45,2,12,1600,1.79
"Paraná",1,41,4,16,2200,1.89
"Paraná",0,40,2,12,2300,1.75
"Paraná",1,53,2,12,1800,1.71
"Paraná",0,34,8,11,3500,1.84
"Paraná",1,60,2,8,2000,1.73
"Paraná",0,45,2,16,8000,1.65
"Paraná",0,28,2,10,2000,1.65
"Paraná",0,33,2,12,2300,1.77
"Paraná",1,38,2,16,3000,1.79
"Paraná",0,29,2,16,2000,1.67
"Paraná",0,50,2,12,1300,1.78
"Paraná",1,26,2,12,1200,1.69
"Paraná",0,47,4,13,5000,1.77
"Paraná",0,50,2,1,1200,1.77
"Paraná",1,27,8,9,2000,1.63
"Paraná",1,31,2,8,1200,1.84
"Paraná",0,42,8,12,3500,1.8
"Paraná",0,50,2,13,2600,1.74
"Paraná",0,24,2,8,1000,1.63
"Paraná",1,45,2,14,5000,1.8
"Paraná",0,37,8,7,1400,1.6
"Paraná",0,34,2,11,7000,1.73
"Paraná",0,43,8,16,6000,1.7
"Paraná",0,43,2,16,4000,1.59
"Paraná",0,65,8,6,3775,1.71
"Paraná",0,34,2,16,8500,1.56
"Paraná",0,34,4,12,2000,1.71
"Paraná",1,25,2,9,900,1.57
"Paraná",0,42,2,4,1200,1.64
"Paraná",1,44,2,12,1100,1.7
"Paraná",0,45,2,9,2000,1.71
"Paraná",0,55,2,4,400,1.8
"Paraná",0,26,2,5,1800,1.62
"Paraná",0,25,2,12,1070,1.68
"Paraná",0,24,2,10,1600,1.75
"Paraná",0,43,2,16,4000,1.74
"Paraná",0,37,2,12,5000,1.74
"Paraná",0,29,2,12,1300,1.77
"Paraná",1,26,2,14,1200,1.6
"Paraná",1,52,8,6,788,1.66
"Paraná",0,51,2,12,2000,1.76
"Paraná",1,41,2,12,1000,1.66
"Paraná",0,31,2,12,2200,1.64
"Paraná",1,50,2,12,2600,1.83
"Paraná",1,42,8,10,1700,1.74
"Paraná",0,53,2,6,2000,1.95
"Paraná",0,51,2,16,4000,1.61
"Paraná",0,26,2,12,1500,1.8
"Paraná",0,33,2,12,1800,1.7
"Paraná",1,18,8,12,1200,1.77
"Paraná",0,51,2,14,2200,1.76
"Paraná",0,36,2,14,3000,1.77
"Paraná",1,48,2,9,400,1.64
"Paraná",0,34,2,12,2500,1.69
"Paraná",1,24,8,12,1200,1.64
"Paraná",1,47,8,7,1200,1.74
"Paraná",0,46,2,9,1200,1.61
"Paraná",0,42,4,16,1000,1.76
"Paraná",0,62,8,4,600,1.64
"Paraná",1,28,2,12,900,1.79
"Paraná",0,28,2,5,1600,1.6
"Paraná",1,63,8,9,240,1.87
"Paraná",0,21,2,9,2000,1.73
"Paraná",0,39,2,5,1000,1.64
"Paraná",0,38,2,7,1600,1.68
"Paraná",0,50,2,9,1300,1.76
"Paraná",1,33,8,16,3000,1.56
"Paraná",1,31,4,13,1500,1.57
"Paraná",1,42,2,8,1000,1.7
"Paraná",1,68,2,12,2000,1.73
"Paraná",0,32,2,12,1700,1.77
"Paraná",0,43,2,9,2000,1.55
"Paraná",1,54,2,12,1300,1.64
"Paraná",1,73,8,1,500,1.69
"Paraná",0,54,8,5,2000,1.62
"Paraná",1,60,2,12,2400,1.59
"Paraná",0,37,2,12,1500,1.75
"Paraná",1,32,2,16,1050,1.68
"Paraná",1,46,2,5,1700,1.72
"Paraná",1,51,2,5,1500,1.74
"Paraná",1,50,2,8,1071,1.82
"Paraná",1,26,2,9,1236,1.62
"Paraná",0,65,8,4,1500,1.67
"Paraná",1,25,8,12,850,1.74
"Paraná",1,49,2,4,788,1.78
"Paraná",0,64,2,8,1100,1.75
"Paraná",1,34,8,12,788,1.65
"Paraná",0,36,2,1,900,1.77
"Paraná",1,32,2,17,930,1.61
"Paraná",1,62,4,6,1400,1.67
"Paraná",1,24,2,12,1000,1.76
"Paraná",1,32,2,12,2000,1.76
"Paraná",0,29,2,12,2500,1.66
"Paraná",1,35,2,5,1400,1.63
"Paraná",1,27,2,6,150,1.6
"Paraná",0,28,2,6,1400,1.67
"Paraná",0,52,8,5,800,1.68
"Paraná",0,22,4,6,1500,1.53
"Paraná",1,47,2,8,1300,1.67
"Paraná",0,36,4,12,1500,1.62
"Paraná",0,39,8,5,1500,1.65
"Paraná",0,21,2,10,1500,1.58
"Paraná",0,23,8,12,1500,1.59
"Paraná",0,63,2,1,1200,1.69
"Paraná",1,35,8,6,600,1.72
"Paraná",0,57,8,9,1250,1.74
"Paraná",0,28,8,7,1650,1.64
"Paraná",0,51,8,6,3500,1.65
"Paraná",0,50,2,12,2000,1.75
"Paraná",0,47,8,12,2000,1.56
"Paraná",0,32,8,12,1400,1.64
"Paraná",0,45,2,4,1800,1.74
"Paraná",0,36,8,12,2000,1.68
"Paraná",0,43,8,12,2800,1.69
"Paraná",0,19,2,9,1800,1.72
"Paraná",0,37,8,1,1300,1.62
"Paraná",1,52,2,16,1500,1.81
"Paraná",0,54,2,12,1200,1.73
"Paraná",0,30,8,9,1300,1.45
"Paraná",0,35,2,6,2000,1.65
"Paraná",1,30,2,12,1000,1.78
"Paraná",0,52,4,16,1000,1.84
"Paraná",0,22,2,12,1500,1.63
"Paraná",1,54,2,11,1080,1.62
"Paraná",0,36,2,15,5000,1.79
"Paraná",1,64,8,1,300,1.82
"Paraná",1,29,2,12,1300,1.63
"Paraná",0,31,2,6,1200,1.64
"Paraná",0,34,8,1,1700,1.72
"Paraná",0,45,8,1,2100,1.61
"Paraná",1,49,2,9,1200,1.6
"Paraná",0,53,8,2,830,1.67
"Paraná",0,29,2,16,1000,1.55
"Paraná",1,59,2,5,1000,1.74
"Paraná",1,66,2,12,1100,1.62
"Paraná",1,45,2,15,2100,1.78
"Paraná",0,37,2,1,1500,1.71
"Paraná",0,29,2,12,2500,1.65
"Paraná",0,49,2,12,1060,1.74
"Paraná",0,31,8,10,1500,1.63
"Paraná",0,41,2,8,1250,1.68
"Paraná",0,44,8,5,1200,1.66
"Paraná",1,47,8,12,1300,1.69
"Paraná",0,53,8,1,1500,1.65
"Paraná",1,60,2,6,500,1.71
"Paraná",0,39,2,3,3000,1.65
"Paraná",0,52,2,3,2500,1.7
"Paraná",0,52,2,12,3000,1.61
"Paraná",1,53,8,1,600,1.79
"Paraná",1,51,2,7,1000,1.72
"Paraná",0,61,2,13,300,1.75
"Paraná",0,46,2,9,1576,1.63
"Paraná",0,48,2,16,1100,1.61
"Paraná",0,56,6,11,2700,1.69
"Paraná",0,75,2,2,0,1.62
"Paraná",0,68,2,5,1200,1.75
"Paraná",0,64,2,5,1576,1.72
"Paraná",0,37,2,15,5000,1.72
"Paraná",1,33,8,12,1300,1.62
"Paraná",0,24,2,12,1400,1.71
"Paraná",1,60,8,4,900,1.8
"Paraná",0,48,2,7,1700,1.65
"Paraná",1,55,2,12,900,1.75
"Paraná",0,64,2,2,400,1.66
"Paraná",0,66,2,5,1500,1.63
"Paraná",0,47,2,16,5000,1.64
"Paraná",1,54,2,12,480,1.7
"Paraná",1,46,2,8,1200,1.68
"Paraná",0,26,8,15,7500,1.48
"Paraná",1,38,2,15,1250,1.68
"Paraná",0,25,2,9,1500,1.68
"Paraná",0,49,2,6,1200,1.83
"Paraná",0,53,2,14,2500,1.57
"Paraná",0,35,2,12,6000,1.74
"Paraná",1,46,2,14,5000,1.67
"Paraná",0,35,2,12,1650,1.65
"Paraná",0,56,2,4,850,1.52
"Paraná",1,44,2,12,1350,1.66
"Paraná",0,39,2,16,4000,1.73
"Paraná",1,47,2,13,4500,1.75
"Paraná",0,25,2,12,3800,1.83
"Paraná",0,56,4,12,1500,1.81
"Paraná",0,46,2,15,3500,1.57
"Paraná",1,37,8,11,1650,1.59
"Paraná",0,60,2,1,1200,1.65
"Paraná",1,21,4,8,670,1.68
"Paraná",0,42,2,5,2500,1.63
"Paraná",1,52,2,12,1200,1.69
"Paraná",0,53,2,3,650,1.68
"Paraná",0,42,8,9,788,1.74
"Paraná",1,31,2,12,1600,1.72
"Paraná",0,21,2,14,1200,1.85
"Paraná",1,54,2,8,880,1.66
"Paraná",0,57,2,5,1200,1.7
"Paraná",0,30,2,12,3000,1.85
"Paraná",0,44,2,12,788,1.63
"Paraná",0,53,2,12,1500,1.67
"Paraná",1,44,8,7,950,1.69
"Paraná",0,60,8,5,1300,1.72
"Paraná",1,46,8,9,500,1.71
"Paraná",0,26,2,12,1900,1.63
"Paraná",0,34,2,12,1000,1.79
"Paraná",0,52,2,6,400,1.68
"Paraná",0,33,8,1,1600,1.74
"Paraná",1,18,8,12,450,1.65
"Paraná",0,47,2,12,2000,1.73
"Paraná",0,53,2,4,1600,1.68
"Paraná",0,30,8,12,1700,1.82
"Paraná",1,51,8,9,1200,1.59
"Paraná",0,38,8,14,1200,1.53
"Paraná",1,52,4,9,1000,1.71
"Paraná",1,27,4,17,850,1.64
"Paraná",1,36,8,13,1500,1.73
"Paraná",1,41,2,12,600,1.76
"Paraná",0,51,8,12,2000,1.57
"Paraná",0,39,2,5,1500,1.69
"Paraná",0,31,2,11,1100,1.73
"Paraná",0,29,2,15,2000,1.68
"Paraná",0,56,8,12,4000,1.81
"Paraná",1,44,2,13,1600,1.89
"Paraná",1,23,8,1,100,1.74
"Paraná",1,49,2,1,1499,1.64
"Paraná",1,37,2,13,1600,1.71
"Paraná",0,33,2,9,1900,1.65
"Paraná",0,31,8,9,1000,1.76
"Paraná",0,57,2,11,1600,1.69
"Paraná",1,38,2,10,1015,1.65
"Paraná",0,32,8,7,1200,1.71
"Paraná",0,30,8,12,600,1.73
"Paraná",1,59,2,5,1300,1.79
"Paraná",0,50,4,3,1200,1.73
"Paraná",1,18,4,12,250,1.65
"Paraná",0,39,2,9,1300,1.72
"Paraná",0,71,2,5,500,1.64
"Paraná",0,43,2,9,1000,1.71
"Paraná",1,23,8,17,700,1.76
"Paraná",1,29,8,10,1300,1.85
"Paraná",1,50,4,6,1500,1.58
"Paraná",0,37,8,9,1900,1.66
"Paraná",1,65,8,8,350,1.53
"Paraná",1,49,2,6,750,1.75
"Paraná",1,62,2,9,1100,1.66
"Paraná",1,27,8,4,0,1.74
"Paraná",0,34,8,14,1628,1.69
"Paraná",1,42,8,9,800,1.78
"Paraná",0,34,8,9,2000,1.85
"Paraná",0,52,8,12,1200,1.71
"Paraná",1,35,2,12,1200,1.56
"Paraná",0,46,8,5,1500,1.68
"Paraná",1,63,8,4,240,1.65
"Paraná",0,69,8,1,0,1.81
"Paraná",1,38,2,11,1200,1.7
"Paraná",0,31,2,12,1100,1.75
"Paraná",1,43,2,4,1000,1.59
"Paraná",0,38,8,9,1500,1.66
"Paraná",0,22,2,12,2500,1.59
"Paraná",1,49,2,5,924,1.72
"Paraná",0,25,8,6,1400,1.58
"Paraná",0,41,2,8,2500,1.78
"Paraná",1,34,8,6,1300,1.72
"Paraná",0,25,8,7,988,1.66
"Paraná",1,32,2,9,1200,1.77
"Paraná",1,32,2,9,480,1.86
"Paraná",1,34,2,5,560,1.64
"Paraná",1,36,8,12,900,1.55
"Paraná",1,42,8,1,240,1.68
"Paraná",1,40,2,11,380,1.76
"Paraná",0,29,8,3,1500,1.69
"Paraná",1,33,8,1,974,1.63
"Paraná",1,33,8,5,100,1.72
"Paraná",0,29,2,16,3500,1.74
"Paraná",0,59,8,16,3000,1.73
"Paraná",0,65,2,16,0,1.65
"Paraná",0,37,2,8,3000,1.71
"Paraná",0,37,8,14,1600,1.7
"Paraná",0,50,2,12,1600,1.67
"Paraná",1,32,2,6,1500,1.77
"Paraná",0,36,8,12,1500,1.84
"Paraná",0,62,2,3,1500,1.57
"Paraná",1,55,8,7,3000,1.63
"Paraná",1,26,8,12,900,1.77
"Paraná",0,30,2,16,2500,1.86
"Paraná",0,57,2,12,5000,1.65
"Paraná",1,27,2,16,2280,1.67
"Paraná",1,40,2,14,1800,1.7
"Paraná",0,52,2,12,1920,1.58
"Paraná",1,52,2,9,2000,1.7
"Paraná",1,22,2,15,1090,1.92
"Paraná",0,68,8,8,3000,1.78
"Paraná",0,45,2,12,1250,1.63
"Paraná",1,31,2,16,3780,1.61
"Paraná",1,41,2,15,1500,1.69
